pyr,videotime
0.1171431,555.283333333333
0.1678997,555.316666666667
0.1752843,555.35
0.1302056,555.383333333333
0.04357224,555.416666666667
-0.04669361,555.45
-0.1318745,555.483333333333
-0.190126,555.516666666667
-0.1961411,555.55
-0.1495153,555.583333333333
-0.06187242,555.616666666667
0.05064851,555.65
0.1548499,555.683333333333
0.21462,555.716666666667
0.2306654,555.75
0.1888512,555.783333333333
0.0827594,555.816666666667
-0.04777036,555.85
-0.1606105,555.883333333333
-0.23098,555.916666666667
-0.2414894,555.95
-0.185651,555.983333333333
-0.07804154,556.016666666667
0.05810152,556.05
0.1771006,556.083333333333
0.2333401,556.116666666667
0.230715,556.15
0.1753404,556.183333333333
0.0690439,556.216666666667
-0.0595965,556.25
-0.1781945,556.283333333333
-0.2449694,556.316666666667
-0.2421711,556.35
-0.1737802,556.383333333333
-0.05685886,556.416666666667
0.07389634,556.45
0.1886341,556.483333333333
0.2495103,556.516666666667
0.2364776,556.55
0.1597489,556.583333333333
0.04569683,556.616666666667
-0.08027062,556.65
-0.1843811,556.683333333333
-0.2258471,556.716666666667
-0.2063333,556.75
-0.1388116,556.783333333333
-0.02909939,556.816666666667
0.09547465,556.85
0.1941366,556.883333333333
0.2376137,556.916666666667
0.2078031,556.95
0.1214269,556.983333333333
0.01017071,557.016666666667
-0.1093008,557.05
-0.2093117,557.083333333333
-0.2554977,557.116666666667
-0.2325556,557.15
-0.1534467,557.183333333333
-0.03093022,557.216666666667
0.1097519,557.25
0.2234573,557.283333333333
0.271843,557.316666666667
0.2380724,557.35
0.1383262,557.383333333333
0.01359421,557.416666666667
-0.1243018,557.45
-0.236712,557.483333333333
-0.269318,557.516666666667
-0.2246911,557.55
-0.1208129,557.583333333333
0.02111172,557.616666666667
0.1637012,557.65
0.2563094,557.683333333333
0.2768643,557.716666666667
0.2180696,557.75
0.09364951,557.783333333333
-0.06108685,557.816666666667
-0.2002746,557.85
-0.2817881,557.883333333333
-0.2825301,557.916666666667
-0.2045258,557.95
-0.06614584,557.983333333333
0.08536403,558.016666666667
