pyr,videotime
-0.01058816,554.25
-0.08257104,554.283333333333
-0.1273963,554.316666666667
-0.1363625,554.35
-0.1078746,554.383333333333
-0.04841248,554.416666666667
0.03163836,554.45
0.1046292,554.483333333333
0.1462515,554.516666666667
0.1571685,554.55
0.1304552,554.583333333333
0.06074718,554.616666666667
-0.02629025,554.65
-0.108931,554.683333333333
-0.1605831,554.716666666667
-0.1743061,554.75
-0.1448851,554.783333333333
-0.07376239,554.816666666667
0.01559086,554.85
0.1039765,554.883333333333
0.1553999,554.916666666667
0.1661032,554.95
0.1350469,554.983333333333
0.06224298,555.016666666667
-0.02848562,555.05
-0.1100228,555.083333333333
-0.1542122,555.116666666667
-0.1499366,555.15
-0.1089093,555.183333333333
-0.04495377,555.216666666667
0.02881251,555.25
0.09407786,555.283333333333
0.1414082,555.316666666667
0.1539784,555.35
0.118419,555.383333333333
0.04371399,555.416666666667
-0.04118228,555.45
-0.1145207,555.483333333333
-0.1640151,555.516666666667
-0.1706171,555.55
-0.12819,555.583333333333
-0.05081918,555.616666666667
0.04596234,555.65
0.1352311,555.683333333333
0.19094,555.716666666667
0.2038859,555.75
0.1609791,555.783333333333
0.07039281,555.816666666667
-0.03979157,555.85
-0.1390441,555.883333333333
-0.2026265,555.916666666667
-0.2162289,555.95
-0.1708124,555.983333333333
-0.07648255,556.016666666667
0.04049714,556.05
0.1452208,556.083333333333
0.211607,556.116666666667
0.2183466,556.15
0.1701447,556.183333333333
0.07553864,556.216666666667
-0.04745849,556.25
-0.1543749,556.283333333333
-0.2161398,556.316666666667
-0.2188164,556.35
-0.1584443,556.383333333333
-0.05440065,556.416666666667
0.05960963,556.45
0.1563985,556.483333333333
0.2101609,556.516666666667
0.2102461,556.55
0.1539007,556.583333333333
0.05358196,556.616666666667
-0.06449401,556.65
-0.1618004,556.683333333333
-0.2036648,556.716666666667
-0.1884488,556.75
-0.1268232,556.783333333333
-0.03230153,556.816666666667
0.07009755,556.85
0.152539,556.883333333333
0.1975931,556.916666666667
0.1865277,556.95
0.1253089,556.983333333333
0.03192582,557.016666666667
-0.08108976,557.05
-0.1769139,557.083333333333
-0.2199839,557.116666666667
-0.2043955,557.15
-0.1397132,557.183333333333
-0.03890589,557.216666666667
0.07664847,557.25
0.1696066,557.283333333333
0.2169795,557.316666666667
0.2110024,557.35
0.1425436,557.383333333333
0.03747972,557.416666666667
-0.0850306,557.45
-0.1901265,557.483333333333
-0.2308892,557.516666666667
-0.2056439,557.55
-0.1314962,557.583333333333
-0.02345773,557.616666666667
0.103729,557.65
0.2048206,557.683333333333
0.2466523,557.716666666667
0.2197931,557.75
0.1314323,557.783333333333
0.003649423,557.816666666667
-0.1303014,557.85
-0.2326157,557.883333333333
-0.2665965,557.916666666667
-0.2210207,557.95
-0.1109767,557.983333333333
0.02877231,558.016666666667
0.1490489,558.05
0.2341197,558.083333333333
0.262255,558.116666666667
0.2167338,558.15
0.1112375,558.183333333333
-0.02438876,558.216666666667
-0.1512204,558.25
-0.2347326,558.283333333333
-0.2511393,558.316666666667
-0.199956,558.35
-0.09123191,558.383333333333
0.04342159,558.416666666667
0.1577939,558.45
0.2269653,558.483333333333
0.2366856,558.516666666667
0.1725587,558.55
